fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color,fixed_acidity^2,fixed_acidity volatile_acidity,fixed_acidity citric_acid,fixed_acidity residual_sugar,fixed_acidity chlorides,fixed_acidity free_sulfur_dioxide,fixed_acidity total_sulfur_dioxide,fixed_acidity density,fixed_acidity pH,fixed_acidity sulphates,fixed_acidity alcohol,fixed_acidity quality,volatile_acidity^2
9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,red,84.64,5.428,2.208,30.36,0.9292,184,432.4,9.18896,29.992,6.164,88.32,46,0.3481
6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,6,red,47.61,2.76,0.966,16.56,0.5865,144.9,276,6.87792,23.667,4.347,66.93,41.4,0.16
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,white,38.44,1.55,3.348,43.4,0.2852,359.6,1091.2,6.166148,19.778,4.34,64.48,31,0.0625
7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,white,49,1.61,2.94,126.35,0.35,245,1008,6.9993,22.54,2.94,61.6,35,0.0529
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,red,36,3,0,8.4,0.342,90,156,5.96688,20.16,2.7,57,30,0.25
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7,white,43.56,2.574,1.452,26.4,0.2508,112.2,646.8,6.535188,21.45,3.498,85.8,46.2,0.1521
7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,5,white,57.76,2.28,3.04,16.72,0.4104,220.4,1330,7.55782,24.244,4.028,74.48,38,0.09
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,white,44.89,1.072,2.144,83.75,0.2345,120.6,1045.2,6.677622,19.296,2.412,60.3,40.2,0.0256
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,white,59.29,1.925,2.31,60.06,0.2926,515.9,1509.2,7.665735,23.87,3.85,77.77,38.5,0.0625
6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6,white,46.24,1.428,3.332,98.6,0.408,340,1156,6.79388,24.14,2.992,66.64,40.8,0.0441
7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5,white,50.41,2.272,2.84,10.65,0.2414,92.3,596.4,7.06024,24.282,4.26,73.84,35.5,0.1024
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,red,51.84,4.536,0,13.68,0.6984,100.8,273.6,7.1766,24.264,4.176,64.8,43.2,0.3969
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,white,51.84,1.44,4.392,116.64,0.3096,100.8,741.6,7.19064,22.032,2.592,66.24,43.2,0.04
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4,white,46.24,4.284,0.272,8.84,0.3944,170,904.4,6.750428,21.556,2.652,69.36,27.2,0.3969
6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6,white,40.96,2.176,1.472,40.32,0.2496,236.8,915.2,6.36416,20.416,4.16,64,38.4,0.1156
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7,white,43.56,1.947,1.584,10.56,0.2574,191.4,924,6.554064,22.11,4.026,68.64,46.2,0.087025
6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,white,42.25,1.17,1.69,9.1,0.2665,260,916.5,6.46165,21.71,4.68,61.75,39,0.0324
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,white,50.41,1.491,2.272,15.62,0.2627,198.8,1001.1,7.0503,22.72,4.047,71,49.7,0.0441
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6,white,49,2.8,1.75,12.6,0.35,357,1323,6.94218,21,3.85,79.8,42,0.16
6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6,white,39.69,1.638,2.646,44.73,0.2835,390.6,1316.7,6.271272,20.16,3.339,59.85,37.8,0.0676
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,white,47.61,1.035,1.932,30.36,0.2001,96.6,738.3,6.854943,22.356,3.174,71.76,55.2,0.0225
7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6,white,53.29,1.752,2.117,8.76,0.2701,270.1,708.1,7.24598,23.287,5.11,73.73,43.8,0.0576
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3,red,68.89,8.466,0.166,28.22,0.6972,49.8,91.3,8.291036,28.884,4.067,91.3,24.9,1.0404
7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,white,51.84,2.448,2.16,60.48,0.3672,288,1202.4,7.182432,25.056,4.464,69.84,36,0.1156
6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,white,39.69,1.134,2.268,7.56,0.2142,163.8,699.3,6.241662,19.908,3.213,69.3,37.8,0.0324
6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5,white,43.56,2.244,1.32,6.6,0.3498,171.6,739.2,6.556176,21.912,3.63,60.06,33,0.1156
6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6,white,46.24,2.516,4.556,10.2,1.19,108.8,666.4,6.748592,20.808,3.808,70.04,40.8,0.1369
7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,5,white,57.76,2.66,3.496,111.72,0.3572,250.8,1147.6,7.577884,23.028,4.028,78.28,38,0.1225
6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,6,white,42.25,1.04,2.145,31.2,0.2795,292.5,741,6.448,20.67,2.86,72.8,39,0.0256
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,white,46.24,0.952,2.38,10.2,0.3196,272,795.6,6.739548,20.876,4.896,75.48,40.8,0.0196
7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,5,white,54.76,1.776,2.294,62.16,0.333,384.8,1354.2,7.37262,22.866,2.368,65.12,37,0.0576
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,white,42.25,1.495,2.34,105.95,0.247,279.5,864.5,6.49506,21.19,2.665,57.2,32.5,0.0529
6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5,white,40.96,2.112,2.816,56.96,0.352,332.8,1049.6,6.367232,19.84,3.072,61.44,32,0.1089
6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7,white,44.89,2.412,1.742,52.93,0.2278,261.3,824.1,6.640973,20.033,2.01,81.74,46.9,0.1296
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,white,36,1.68,1.62,93,0.216,186,804,5.96448,19.14,2.64,78,42,0.0784
8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6,white,64,1.52,2.4,16,0.424,384,1120,7.952,25.44,3.92,76.8,48,0.0361
5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,5,white,33.64,3.132,0,8.12,0.1914,232,620.6,5.737244,18.908,2.03,71.92,29,0.2916
7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6,red,60.84,4.368,0.936,15.6,0.6396,54.6,218.4,7.7766,26.286,3.9,73.32,46.8,0.3136
6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,7,white,42.25,2.99,2.015,32.5,0.1755,97.5,468,6.445725,21.19,3.9,74.75,45.5,0.2116
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,white,40.96,2.176,1.28,95.36,0.384,236.8,1036.8,6.38912,20.032,2.88,57.6,25.6,0.1156
7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7,white,49,1.4,2.38,14.7,0.343,84,952,6.9454,22.75,3.22,81.2,49,0.04
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,white,49,1.54,1.82,64.4,0.189,259,854,6.94596,21.42,2.38,87.5,56,0.0484
7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5,white,54.76,1.776,2.146,74.74,0.37,155.4,777,7.37188,23.162,2.59,70.3,37,0.0576
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,white,64,1.36,2.32,19.2,0.232,416,952,7.91552,24.24,2.64,103.2,48,0.0289
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5,white,59.29,2.464,4.697,90.86,0.3157,508.2,1447.6,7.684138,23.1,4.158,71.61,38.5,0.1024
6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6,white,43.56,2.805,1.65,15.51,0.2244,151.8,574.2,6.539412,20.13,2.706,75.24,39.6,0.180625
6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,4,white,39.69,2.457,1.512,43.47,0.4347,56.7,737.1,6.26346,19.845,2.205,64.26,25.2,0.1521
7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6,white,54.76,2.59,1.48,102.86,0.3996,466.2,1694.6,7.391712,23.014,3.7,65.86,44.4,0.1225
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,white,46.24,4.352,0.544,65.96,0.4216,176.8,965.6,6.78096,22.916,3.128,60.52,27.2,0.4096
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,white,43.56,1.716,3.036,45.54,0.3102,389.4,1207.8,6.573204,21.12,2.97,61.38,33,0.0676
7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5,5,white,51.84,2.232,1.728,10.08,0.4104,122.4,842.4,7.14816,22.752,2.52,75.6,36,0.0961
6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6,white,38.44,1.736,2.79,46.5,0.279,285.2,1258.6,6.173526,20.212,2.852,57.04,37.2,0.0784
8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5,red,75.69,6.003,0,27.84,0.7308,113.1,287.1,8.69304,29.232,3.915,81.78,43.5,0.4761
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,red,60.84,4.914,3.744,13.26,0.78,109.2,748.8,7.76958,24.882,4.836,74.1,39,0.3969
8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5,white,70.56,2.94,5.964,102.48,0.3864,184.8,1344,8.38488,25.032,5.46,78.96,42,0.1225
6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8,6,white,46.24,1.632,2.312,34.68,0.2584,210.8,673.2,6.74628,22.032,3.128,80.24,40.8,0.0576
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,red,88.36,4.042,2.256,26.32,0.8648,131.6,423,9.3812,29.986,6.862,94,56.4,0.1849
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,white,42.25,1.17,2.665,92.3,0.2535,305.5,838.5,6.47907,21.32,4.68,66.95,45.5,0.0324
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5,white,46.24,1.632,3.332,131.24,0.3876,374,1679.6,6.80374,20.4,3.808,59.16,34,0.0576
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,white,67.24,3.444,2.378,33.62,0.246,254.2,820,8.12702,24.6,2.624,104.96,57.4,0.1764
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,white,51.84,2.808,4.464,79.2,0.3384,475.2,1281.6,7.18272,22.752,3.6,62.64,36,0.1521
8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,7,white,64,1.52,2.88,14.4,0.4,128,672,7.9488,25.2,3.6,78.4,56,0.0361
7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,5,white,57.76,2.964,1.672,21.28,0.2736,144.4,858.8,7.54376,23.028,2.204,77.52,38,0.1521
6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,6,white,44.89,1.675,1.742,90.45,0.402,335,1045.2,6.685528,22.713,3.082,66.33,40.2,0.0625
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3,red,44.89,5.092,0.134,12.06,0.5226,40.2,80.4,6.6732,23.785,4.221,66.665,20.1,0.5776
6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,white,46.24,2.108,2.176,51.68,0.3536,238,972.4,6.77212,21.352,2.584,61.2,34,0.0961
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,white,42.25,1.43,2.015,25.35,0.299,110.5,689,6.44137,20.475,2.015,74.75,32.5,0.0484
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,red,62.41,1.896,3.16,12.64,0.4424,86.9,197.5,7.87393,26.228,6.873,68.73,47.4,0.0576
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,red,65.61,7.047,0,17.82,0.6804,81,251.1,8.072136,26.325,4.05,79.38,40.5,0.7569
9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,red,92.16,5.376,2.976,26.88,0.8544,144,441.6,9.57984,29.856,8.832,96,57.6,0.3136
6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,white,43.56,0.99,2.244,6.6,0.2442,297,521.4,6.530634,19.536,3.3,77.22,39.6,0.0225
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,white,40.96,3.04,0.384,6.4,0.192,57.6,838.4,6.33856,19.008,1.856,69.12,32,0.225625
7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,white,51.84,1.296,3.24,31.68,0.3312,410.4,1195.2,7.15896,22.536,4.464,80.64,43.2,0.0324
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,red,51.84,3.6,1.296,15.12,0.5112,86.4,223.2,7.182792,25.344,5.184,69.12,43.2,0.25
6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,white,43.56,1.584,1.782,104.28,0.231,303.6,1240.8,6.58812,21.384,3.366,60.72,33,0.0576
6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5,white,39.69,2.457,2.205,37.17,0.252,519.75,1638,6.26283,19.656,4.158,63.63,31.5,0.1521
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6,white,36,1.68,1.62,24.6,0.276,300,882,5.94756,19.62,3.36,69.6,36,0.0784
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,red,62.41,3.16,2.291,14.22,1.2403,7.9,347.6,7.87867,26.07,7.268,75.05,47.4,0.16
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,red,50.41,4.189,0.071,16.33,0.568,191.7,305.3,7.06805,24.282,4.118,75.97,42.6,0.3481
6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5,white,46.24,2.176,2.312,40.8,0.34,34,877.2,6.76804,21.692,2.72,61.88,34,0.1024
6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7,white,43.56,1.056,3.762,7.26,0.858,382.8,924,6.55182,20.592,2.574,61.38,46.2,0.0256
7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6,white,54.76,1.85,2.146,50.32,0.148,229.4,836.2,7.351012,23.162,2.146,79.92,44.4,0.0625
7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5,white,56.25,1.725,5.1,82.5,0.3525,277.5,997.5,7.4835,22.425,2.85,66,37.5,0.0529
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5,red,57.76,3.724,2.508,14.44,0.5624,205.2,646,7.577656,25.916,4.408,68.4,38,0.2401
6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,5,white,36,1.92,1.8,43.8,1.044,276,954,5.97114,19.08,2.94,56.4,30,0.1024
8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7,white,72.25,1.955,2.89,11.05,0.2975,459,935,8.42996,26.095,4.675,93.5,59.5,0.0529
7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,5,white,56.25,1.725,2.7,52.5,0.27,322.5,1207.5,7.4535,22.8,2.4,82.5,37.5,0.0529
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,red,72.25,3.91,5.015,11.9,3.519,136,382.5,8.47467,25.755,11.39,78.2,42.5,0.2116
8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,white,64,1.92,2.64,9.6,0.352,224,808,7.9228,24.24,3.44,100,48,0.0576
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,white,50.41,2.5915,0.994,8.52,0.3905,170.4,596.4,7.05811,22.365,3.053,63.19,35.5,0.133225
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,red,56.25,2.025,2.55,17.25,0.375,30,60,7.46325,25.5,4.8,82.5,52.5,0.0729
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,white,44.89,0.737,1.742,99.16,0.3551,294.8,636.5,6.678292,21.44,2.345,65.66,40.2,0.0121
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,white,44.89,2.747,1.809,17.42,0.2211,167.5,569.5,6.638762,20.435,2.278,78.39,40.2,0.1681
7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,white,53.29,1.606,1.898,10.95,0.292,233.6,1255.6,7.241162,23.871,3.504,81.76,43.8,0.0484
6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6,white,46.24,1.496,2.516,103.36,0.3468,462.4,1210.4,6.79558,23.12,5.78,63.24,40.8,0.0484
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4,red,42.25,4.355,0,27.95,0.3705,71.5,130,6.46672,22.425,3.64,76.7,26,0.4489
6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6,white,40.96,0.64,2.24,31.36,0.3072,198.4,659.2,6.36608,21.952,5.056,62.08,38.4,0.01
6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,white,44.89,1.206,1.876,68.34,0.2613,194.3,770.5,6.664423,20.837,3.015,73.03,46.9,0.0324
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,white,56.25,1.575,5.1,81.75,0.3375,285,997.5,7.4835,22.5,2.7,65.25,37.5,0.0441
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,white,46.24,1.156,1.156,34.68,0.3332,176.8,557.6,6.7524,20.4,2.584,66.64,40.8,0.0289
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,white,64,2.08,2.88,16,0.432,240,968,7.936,24.72,5.76,92.8,56,0.0676
9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6,white,81,2.7,4.41,64.8,0.351,288,756,8.9442,26.46,2.88,103.5,54,0.09
13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,red,179.56,3.618,8.308,34.84,1.0988,80.4,281.4,13.40268,42.344,8.978,129.98,80.4,0.0729
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,9,white,54.76,1.776,2.664,14.8,0.2294,199.8,1028.6,7.33007,24.272,3.552,92.5,66.6,0.0576
6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7,white,42.25,0.975,2.86,81.9,0.338,422.5,1027,6.47972,21.19,4.55,66.95,45.5,0.0225
7.9,0.21,0.4,1.2,0.039,38,107,0.992,3.21,0.54,10.8,6,white,62.41,1.659,3.16,9.48,0.3081,300.2,845.3,7.8368,25.359,4.266,85.32,47.4,0.0441
5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6,white,25,1.65,1.15,59,0.15,115,790,4.9661,17.05,3.2,59,30,0.1089
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,white,49,1.05,2.66,15.4,0.329,231,672,6.9496,21.91,2.73,72.8,56,0.0225
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,red,79.21,1.068,4.005,16.02,0.6675,89,186.9,8.860128,30.349,6.764,105.91,62.3,0.0144
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,white,42.25,1.885,2.015,11.05,0.2275,156,513.5,6.438445,21.255,4.485,74.1,45.5,0.0841
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,white,49,1.61,1.82,50.4,0.287,147,630,6.96563,22.54,3.85,66.5,42,0.0529
7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7,white,51.84,2.304,1.728,40.32,0.2376,165.6,864,7.152048,21.024,4.752,74.16,50.4,0.1024
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,white,51.84,2.88,4.464,77.76,0.2952,504,1360.8,7.18272,22.176,3.528,61.92,28.8,0.16
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,red,70.56,2.1,3.276,16.8,0.3444,33.6,84,8.348424,27.468,5.964,105,58.8,0.0625
7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6,white,60.84,3.276,2.028,71.76,0.4524,265.2,1552.2,7.77816,24.492,4.29,72.54,46.8,0.1764
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,white,43.56,2.508,1.914,19.14,0.231,99,666.6,6.528456,20.064,2.442,82.5,39.6,0.1444
7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5,white,57.76,2.166,2.432,110.96,0.4788,243.2,1527.6,7.5848,22.8,3.42,69.92,38,0.081225
7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,white,54.76,3.626,1.776,111.74,0.222,251.6,1132.2,7.36522,23.162,3.774,88.8,51.8,0.2401
7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6,white,49,1.47,2.17,42,0.322,203,756,6.9573,22.82,3.5,75.6,42,0.0441
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,red,151.29,4.797,7.749,28.29,1.1193,73.8,221.4,12.30492,38.868,6.027,116.85,61.5,0.1521
6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,6,white,39.69,3.024,3.024,11.34,0.2205,220.5,604.8,6.244623,21.987,4.662,76.86,37.8,0.2304
7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6,white,56.25,1.05,5.55,12,0.2625,157.5,945,7.44975,24.45,3.375,76.5,45,0.0196
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,white,51.84,2.304,2.16,59.4,0.144,100.8,748.8,7.154064,21.528,3.168,82.08,43.2,0.1024
7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,5,white,57.76,2.128,3.724,153.14,0.456,228,1102,7.614896,22.876,3.344,64.6,38,0.0784
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,white,32.49,1.197,1.368,13.11,0.2679,342,1077.3,5.6715,20.805,4.104,57.57,34.2,0.0441
7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6,white,54.76,1.48,2.664,8.88,0.2812,325.6,821.4,7.34524,24.864,2.516,73.26,44.4,0.04
12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,red,148.84,5.856,6.588,31.72,1.037,231.8,780.8,12.2,37.82,7.442,128.1,73.2,0.2304
7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6,white,54.76,2.664,2.442,10.36,0.185,199.8,407,7.3371,23.754,2.442,82.88,44.4,0.1296
7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,4,white,51.84,2.304,3.384,36.72,0.3168,136.8,468,7.1352,21.816,2.952,90.72,28.8,0.1024
7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7,white,50.41,1.136,2.556,75.97,0.3124,142,639,7.07089,22.436,3.124,77.39,49.7,0.0256
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,red,42.25,3.445,0.39,13,0.4095,188.5,286,6.466785,21.97,5.395,66.95,39,0.2809
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,white,60.84,3.042,2.028,77.22,0.4602,257.4,1411.8,7.7649,23.712,3.276,85.02,46.8,0.1521
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,white,56.25,1.35,2.325,48.75,0.2175,397.5,1200,7.4457,22.725,2.85,81.75,45,0.0324
6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,6,white,42.25,1.365,2.6,47.45,0.2665,318.5,747.5,6.45242,20.865,2.795,71.5,39,0.0441
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6,red,51.84,4.356,0.144,13.68,0.6912,72,223.2,7.164,24.912,3.816,84.96,43.2,0.366025
6.4,0.28,0.17,8.3,0.042,61,195,0.99577,3.22,0.46,9.4,5,white,40.96,1.792,1.088,53.12,0.2688,390.4,1248,6.372928,20.608,2.944,60.16,32,0.0784
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,white,54.76,1.184,1.998,114.7,0.37,185,999,7.38816,21.46,3.182,64.38,51.8,0.0256
9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5,white,90.25,1.995,4.465,12.35,0.3705,199.5,1168.5,9.46105,27.55,6.08,90.25,47.5,0.0441
6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,5,white,37.21,2.257,1.22,46.36,0.1891,298.9,1037,6.073038,19.642,2.928,57.95,30.5,0.1369
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,red,67.24,2.624,3.444,18.86,0.8036,24.6,73.8,8.159492,26.814,4.51,100.86,49.2,0.1024
8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7,white,70.56,2.016,4.116,62.16,0.3276,386.4,907.2,8.34456,25.452,2.772,99.96,58.8,0.0576
7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5,red,62.41,2.923,1.817,14.22,0.6083,181.7,387.1,7.87077,25.912,5.293,73.47,39.5,0.1369
6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,white,36,1.68,3.12,37.2,0.168,222,624,5.94966,19.68,3.06,70.8,42,0.0784
